price,area,status,bhk,bathroom,age,location,builder
33.44,599,0,1,1.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
33.6,602,0,1,1.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
88.75,1761,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
62.85,1237,0,2,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
94.19,1869,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
77.54,1468,0,2,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
70.2,1329,0,2,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
87.79,1742,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
68.64,1351,0,2,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
88.04,1747,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
93.49,1855,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
80.23,1592,0,3,3.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
92.43,1834,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
86.08,1708,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
79.38,1575,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
91.87,1823,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
85.12,1689,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
90.77,1801,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
65.28,1285,0,2,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
63.96,1259,0,2,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
64.52,1270,0,2,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
64.47,1269,0,2,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
90.31,1792,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
83.66,1660,0,3,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
40.0,1047,1,2,2.0,4.0,Other,seller
42.43,943,1,2,2.0,4.0,Gerugambakkam,seller
46.0,900,1,2,2.0,0.0,Other,seller
65.0,1600,0,3,2.0,0.0,Kolathur,seller
135.0,1415,1,3,3.0,0.0,Other,seller
162.0,1500,1,3,2.0,11.0,Anna Nagar,seller
48.0,1300,1,2,2.0,0.0,Madhavaram,seller
162.0,3600,1,3,3.0,0.0,Other,seller
72.0,1400,1,3,2.0,7.0,Other,seller
74.0,1100,0,3,3.0,0.0,Nanmangalam,seller
45.0,909,1,2,2.0,3.0,Perumbakkam,seller
54.0,893,1,2,2.0,0.0,Kolathur,seller
140.0,1270,1,3,2.0,13.0,Other,seller
72.0,1218,0,3,3.0,0.0,Sembakkam,seller
65.0,919,1,2,2.0,0.0,Madipakkam,seller
27.0,756,1,2,2.0,0.0,Other,seller
52.5,550,1,1,1.0,0.0,Urapakkam,seller
63.0,1000,1,2,2.0,0.0,Kovur,seller
54.0,1200,1,2,2.0,0.0,Medavakkam,seller
162.0,1154,1,2,2.0,0.0,Other,seller
26.0,540,1,1,1.0,0.0,Other,seller
60.0,1066,1,2,2.0,0.0,Velachery,seller
162.0,1381,0,3,3.0,0.0,Adyar,seller
100.0,1735,1,3,3.0,7.0,Guduvancheri,seller
30.5,770,1,2,2.0,0.0,Pammal,seller
36.0,827,1,2,2.0,0.0,Urapakkam,seller
82.0,1900,1,3,3.0,0.0,Kolapakkam,seller
162.0,2500,1,3,2.0,0.0,Sembakkam,seller
55.0,1050,1,1,2.0,9.0,Koyambedu,seller
75.0,850,0,2,2.0,0.0,Other,seller
162.0,2280,1,4,3.0,5.0,Iyyappanthangal,seller
110.0,2740,1,4,2.0,0.0,Other,seller
162.0,2640,1,4,4.0,0.0,Other,seller
160.0,2700,1,4,3.0,0.0,Kolathur,seller
162.0,1438,1,3,2.0,3.0,Other,seller
53.0,850,0,2,2.0,0.0,Other,seller
53.0,850,0,2,2.0,0.0,Other,seller
50.0,905,1,2,2.0,6.0,Other,seller
162.0,1950,1,4,3.0,0.0,T Nagar,seller
35.0,900,1,2,2.0,0.0,Thirumullaivoyal,seller
28.0,502,1,1,1.0,9.0,Perungalathur,seller
69.0,1071,1,2,2.0,1.0,Other,seller
68.49,1343,1,3,4.0,2.0,Other,seller
77.0,1560,1,2,2.0,0.0,Navallur,seller
32.0,612,1,2,2.0,3.0,Veppampattu,seller
75.0,1456,1,3,3.0,0.0,Porur,seller
162.0,2590,1,4,4.0,0.0,Kundrathur,seller
41.0,600,0,2,2.0,0.0,Other,seller
45.0,1176,0,2,2.0,0.0,Guduvancheri,seller
60.21,782,0,1,1.0,0.0,Other,seller
49.5,1000,0,2,2.0,0.0,Medavakkam,seller
25.0,605,1,1,1.0,4.0,Thaiyur,seller
41.78,1045,0,2,2.0,0.0,Perumbakkam,BSCPL Infrastructure Ltd
62.98,1575,0,3,2.0,0.0,Perumbakkam,BSCPL Infrastructure Ltd
63.18,1580,0,3,2.0,0.0,Perumbakkam,BSCPL Infrastructure Ltd
42.18,1055,0,2,2.0,0.0,Perumbakkam,BSCPL Infrastructure Ltd
64.38,1610,0,3,2.0,0.0,Perumbakkam,BSCPL Infrastructure Ltd
60.58,1515,0,3,2.0,0.0,Perumbakkam,BSCPL Infrastructure Ltd
42.18,1055,0,2,2.0,0.0,Sholinganallur,BSCPL Infrastructure Ltd
60.78,1520,0,3,2.0,0.0,Perumbakkam,BSCPL Infrastructure Ltd
60.58,1515,0,3,2.0,0.0,Sholinganallur,BSCPL Infrastructure Ltd
54.98,1375,0,2,2.0,0.0,Perumbakkam,BSCPL Infrastructure Ltd
41.02,1026,0,2,2.0,0.0,Sholinganallur,BSCPL Infrastructure Ltd
40.58,1015,0,2,2.0,0.0,Perumbakkam,BSCPL Infrastructure Ltd
53.58,1340,0,2,2.0,0.0,Sholinganallur,BSCPL Infrastructure Ltd
53.58,1340,0,2,2.0,0.0,Perumbakkam,BSCPL Infrastructure Ltd
45.0,670,1,2,2.0,0.0,Other,seller
19.59,540,1,1,2.0,3.0,Veppampattu,seller
27.0,600,0,2,4.0,0.0,Siruseri,seller
37.0,793,0,2,2.0,0.0,Other,seller
65.0,1047,1,2,2.0,4.0,Perungalathur,seller
162.0,3000,1,6,4.0,0.0,Madipakkam,seller
59.6,450,1,1,1.0,0.0,T Nagar,seller
38.0,825,1,2,2.0,0.0,Ambattur,seller
15.0,540,1,2,1.0,0.0,Other,seller
35.0,840,1,2,2.0,5.0,Kelambakkam,seller
35.0,850,1,3,3.0,0.0,Other,seller
40.0,655,1,2,2.0,0.0,Other,seller
48.5,1100,1,2,2.0,0.0,Guduvancheri,seller
90.0,3408,1,5,5.0,0.0,Other,seller
100.0,1400,1,3,3.0,3.0,Other,seller
90.0,3408,1,5,5.0,0.0,Other,seller
65.0,1273,0,3,3.0,0.0,Other,seller
29.0,506,1,2,1.0,0.0,Mogappair,seller
28.5,736,1,2,2.0,4.0,Pozhichalur,seller
26.0,850,1,2,2.0,3.0,Veppampattu,seller
45.0,950,0,2,2.0,0.0,Gerugambakkam,seller
15.0,450,1,1,1.0,0.0,Other,seller
46.0,820,0,2,2.0,0.0,Guduvancheri,seller
30.0,960,1,2,2.0,3.0,Veppampattu,seller
98.0,1253,1,3,2.0,0.0,Other,seller
83.0,997,1,2,2.0,0.0,Other,seller
38.0,510,1,1,1.0,0.0,West Mambalam,seller
135.0,1950,1,3,3.0,0.0,Other,seller
72.0,1957,1,3,3.0,6.0,Other,seller
40.0,1000,0,2,2.0,0.0,Kolathur,seller
160.0,2300,1,4,4.0,0.0,Other,seller
137.0,1485,1,3,3.0,0.0,Perungudi,seller
59.0,1430,1,3,2.0,0.0,Sithalapakkam,seller
65.0,900,1,2,2.0,0.0,Other,seller
65.0,900,1,2,2.0,0.0,Other,seller
120.0,2400,1,5,4.0,0.0,Other,seller
45.0,917,1,2,2.0,0.0,Other,seller
40.0,680,1,2,1.0,12.0,Other,seller
30.0,950,0,2,2.0,0.0,Veppampattu,seller
19.5,600,0,1,1.0,0.0,Other,seller
45.0,580,1,1,1.0,4.0,Siruseri,seller
45.0,840,1,2,2.0,7.0,Other,seller
145.0,1125,1,3,2.0,0.0,Other,seller
40.7,760,0,2,2.0,0.0,Other,Other
46.06,940,1,2,2.0,5.0,Iyyappanthangal,HM Homes
50.22,1025,1,2,2.0,5.0,Iyyappanthangal,HM Homes
43.61,890,1,2,2.0,5.0,Iyyappanthangal,HM Homes
39.93,815,1,2,2.0,5.0,Iyyappanthangal,HM Homes
50.47,1030,1,2,2.0,5.0,Iyyappanthangal,HM Homes
50.47,1030,1,2,2.0,5.0,Iyyappanthangal,HM Homes
42.23,862,1,2,2.0,5.0,Iyyappanthangal,HM Homes
162.0,1942,1,3,3.0,4.0,Other,Other
47.02,825,1,2,2.0,3.0,Other,HM Homes
47.02,825,1,2,2.0,0.0,Other,HM Homes
37.0,730,1,2,2.0,4.0,Gerugambakkam,R Venkatesan
55.99,1015,1,2,2.0,4.0,Gerugambakkam,R Venkatesan
54.75,1020,1,2,2.0,0.0,Kovur,R Venkatesan
39.15,1050,1,2,2.0,4.0,Gerugambakkam,R Venkatesan
58.58,1100,1,2,3.0,4.0,Gerugambakkam,R Venkatesan
54.22,1015,1,2,2.0,4.0,Gerugambakkam,R Venkatesan
44.19,878,1,2,2.0,4.0,Gerugambakkam,R Venkatesan
39.73,790,1,2,2.0,4.0,Gerugambakkam,R Venkatesan
38.58,819,1,2,2.0,0.0,Kovur,R Venkatesan
38.23,815,1,2,2.0,0.0,Kovur,R Venkatesan
41.0,874,1,2,3.0,0.0,Kovur,R Venkatesan
38.53,799,1,2,2.0,0.0,Kovur,R Venkatesan
24.0,1010,0,2,2.0,0.0,Veppampattu,viswaraj
162.0,5000,1,4,3.0,0.0,Other,Other
162.0,1650,1,3,3.0,0.0,Other,Other
47.02,825,1,2,2.0,0.0,Other,HM Homes
47.02,825,1,2,2.0,0.0,Other,HM Homes
79.8,1400,1,3,3.0,3.0,Other,HM Homes
56.0,1258,1,2,2.0,0.0,Sholinganallur,Other
50.22,1025,1,3,3.0,0.0,Kolapakkam,HM Homes
162.0,4000,1,4,4.0,0.0,Other,Other
50.22,1025,1,3,3.0,0.0,Kolapakkam,HM Homes
40.42,825,1,2,2.0,0.0,Kolapakkam,HM Homes
54.0,1000,1,2,3.0,0.0,Kovur,Other
110.0,974,1,2,2.0,0.0,Other,Other
42.14,860,1,2,2.0,0.0,Kolapakkam,HM Homes
162.0,1844,1,3,3.0,16.0,Velachery,seller
59.0,1096,1,3,2.0,9.0,Other,seller
41.7,760,0,2,2.0,0.0,Other,Other
40.75,750,0,2,2.0,0.0,Other,Other
162.0,994,0,2,2.0,0.0,Royapettah,MEHTA REAL ESTATE CHENNAI LLP
43.0,891,1,2,2.0,0.0,Thandalam,Other
48.99,800,0,2,2.0,0.0,Kelambakkam,Other
49.0,800,0,2,2.0,0.0,Kelambakkam,Other
162.0,2200,1,4,4.0,0.0,Other,MEHTA REAL ESTATE CHENNAI LLP
162.0,994,1,2,2.0,0.0,Royapettah,MEHTA REAL ESTATE CHENNAI LLP
44.5,918,1,3,2.0,0.0,Padur,Other
27.6,600,0,2,2.0,0.0,Semmancheri,Other
27.6,600,0,2,2.0,0.0,Semmancheri,Other
31.6,750,0,2,2.0,0.0,Other,Other
34.0,700,0,2,2.0,0.0,Semmancheri,Other
162.0,4000,1,4,3.0,0.0,T Nagar,Other
162.0,1550,1,3,3.0,0.0,Anna Nagar,Other
162.0,4600,1,5,4.0,0.0,Anna Nagar,Other
85.09,1340,0,3,2.0,0.0,East Tambaram,Other
63.62,1002,0,2,2.0,0.0,East Tambaram,Other
63.56,1001,0,2,2.0,0.0,East Tambaram,Other
68.13,1073,0,2,2.0,0.0,East Tambaram,Other
62.35,982,0,2,2.0,0.0,East Tambaram,Other
61.27,965,0,2,2.0,0.0,East Tambaram,Other
93.21,1468,0,3,2.0,0.0,East Tambaram,Other
84.77,1335,0,3,2.0,0.0,East Tambaram,Other
90.99,1433,0,3,2.0,0.0,East Tambaram,Other
55.0,1000,1,2,2.0,0.0,Other,seller
162.0,2133,0,2,2.0,0.0,T Nagar,Propsource Realty Private Limited
35.0,620,1,1,1.0,3.0,Other,Propsource Realty Private Limited
162.0,4361,1,4,4.0,0.0,Other,seller
44.5,918,1,3,2.0,0.0,Padur,Other
38.5,800,1,2,2.0,6.0,Other,Other
162.0,1975,1,3,3.0,6.0,Other,MEHTA REAL ESTATE CHENNAI LLP
40.08,835,1,2,2.0,2.0,Pozhichalur,Sandhya
40.22,838,1,2,2.0,2.0,Pozhichalur,Sandhya
32.3,673,1,2,2.0,2.0,Pozhichalur,Sandhya
162.0,3700,0,4,4.0,0.0,Other,MEHTA REAL ESTATE CHENNAI LLP
99.0,1500,0,3,3.0,0.0,Iyyappanthangal,Other
55.0,1000,1,2,3.0,0.0,Kovur,Other
37.8,790,1,2,2.0,4.0,Gerugambakkam,Other
44.0,938,1,2,2.0,0.0,Kovur,Other
39.88,1040,0,3,2.0,0.0,Siruseri,Other
162.0,1490,1,3,3.0,0.0,Other,MEHTA REAL ESTATE CHENNAI LLP
130.0,1330,1,2,3.0,0.0,Other,MEHTA REAL ESTATE CHENNAI LLP
162.0,2889,1,3,3.0,0.0,Other,MEHTA REAL ESTATE CHENNAI LLP
58.0,1318,1,3,3.0,0.0,Other,MEHTA REAL ESTATE CHENNAI LLP
162.0,1657,1,3,3.0,7.0,Other,MEHTA REAL ESTATE CHENNAI LLP
147.0,1550,1,3,3.0,0.0,Other,MEHTA REAL ESTATE CHENNAI LLP
150.0,1350,1,3,3.0,0.0,Other,MEHTA REAL ESTATE CHENNAI LLP
115.0,1150,1,2,2.0,0.0,Other,MEHTA REAL ESTATE CHENNAI LLP
162.0,1440,1,3,3.0,0.0,Royapettah,MEHTA REAL ESTATE CHENNAI LLP
110.0,1310,1,2,2.0,0.0,Other,MEHTA REAL ESTATE CHENNAI LLP
125.0,1765,0,3,3.0,0.0,Navallur,Propsource Realty Private Limited
162.0,2000,0,3,3.0,0.0,Guindy,Propsource Realty Private Limited
96.0,1900,0,3,3.0,0.0,Perungalathur,Propsource Realty Private Limited
87.8,1541,0,3,3.0,0.0,Pallavaram,Propsource Realty Private Limited
79.8,1400,0,3,3.0,0.0,Pallavaram,Propsource Realty Private Limited
44.16,803,1,2,2.0,2.0,Pammal,Other
41.58,756,1,1,2.0,2.0,Pammal,Other
32.01,582,1,1,2.0,2.0,Pammal,Other
73.0,1737,1,3,3.0,7.0,Kelambakkam,seller
18.49,520,1,1,2.0,3.0,Veppampattu,seller
24.09,502,0,1,2.0,0.0,Pozhichalur,Sandhya
33.93,707,0,2,2.0,0.0,Pozhichalur,Sandhya
22.84,476,0,1,2.0,0.0,Pozhichalur,Sandhya
35.85,747,0,2,2.0,0.0,Pozhichalur,Sandhya
23.13,503,0,1,2.0,0.0,Other,Sandhya
41.63,905,0,3,2.0,0.0,Other,Sandhya
32.75,712,0,2,2.0,0.0,Other,Sandhya
32.2,700,0,2,2.0,0.0,Other,Sandhya
20.56,447,0,1,2.0,0.0,Other,Sandhya
57.0,1075,1,2,2.0,6.0,Other,Other
54.0,950,0,2,2.0,0.0,Gerugambakkam,Other
162.0,2300,0,3,3.0,0.0,Other,MEHTA REAL ESTATE CHENNAI LLP
162.0,2336,1,3,3.0,6.0,Royapettah,MEHTA REAL ESTATE CHENNAI LLP
162.0,1950,1,3,3.0,0.0,Other,MEHTA REAL ESTATE CHENNAI LLP
162.0,2133,0,3,3.0,0.0,T Nagar,MEHTA REAL ESTATE CHENNAI LLP
162.0,2028,1,3,3.0,7.0,Other,MEHTA REAL ESTATE CHENNAI LLP
162.0,2350,1,3,3.0,7.0,Other,MEHTA REAL ESTATE CHENNAI LLP
55.21,986,1,2,2.0,0.0,Kolathur,Other
55.21,986,1,2,2.0,0.0,Kolathur,Other
36.42,710,1,1,2.0,0.0,Kovur,R Venkatesan
35.26,619,1,1,1.0,0.0,Kovur,R Venkatesan
35.52,629,1,1,2.0,0.0,Kovur,R Venkatesan
72.0,1517,1,3,3.0,6.0,Other,R Venkatesan
55.0,1020,1,2,2.0,0.0,Kovur,R Venkatesan
28.0,650,0,2,2.0,0.0,Other,R Venkatesan
79.0,1440,0,3,3.0,0.0,Ambattur,seller
110.0,2009,0,3,3.0,0.0,Other,seller
44.0,1012,1,2,2.0,4.0,Other,seller
82.0,1750,1,3,3.0,0.0,Kolapakkam,seller
70.0,1499,1,3,3.0,11.0,Mogappair,seller
162.0,1500,1,3,3.0,4.0,Other,Other
36.0,900,0,2,3.0,0.0,Veppampattu,viswaraj
24.0,1100,0,2,2.0,0.0,Veppampattu,viswaraj
26.0,720,1,2,2.0,3.0,Veppampattu,viswaraj
34.0,1150,0,2,2.0,0.0,Other,viswaraj
26.0,720,1,2,2.0,3.0,Veppampattu,viswaraj
26.0,720,1,2,2.0,3.0,Veppampattu,viswaraj
36.0,835,0,2,2.0,0.0,Veppampattu,viswaraj
50.49,1020,0,3,2.0,0.0,Pozhichalur,Individual Agent
29.7,600,0,1,2.0,0.0,Pozhichalur,Individual Agent
40.34,815,0,2,2.0,0.0,Pozhichalur,Individual Agent
46.03,930,0,2,2.0,0.0,Pozhichalur,Individual Agent
49.5,1000,0,3,2.0,0.0,Pozhichalur,Individual Agent
34.15,690,0,2,2.0,0.0,Pozhichalur,Individual Agent
48.26,975,0,2,2.0,0.0,Pozhichalur,Individual Agent
39.6,800,0,2,2.0,0.0,Pozhichalur,Individual Agent
52.5,960,1,2,2.0,1.0,Sembakkam,Individual Agent
44.0,800,1,2,2.0,1.0,Sembakkam,Individual Agent
32.0,1000,1,2,2.0,3.0,Veppampattu,Other
25.0,640,1,1,2.0,0.0,Thirumazhisai,seller
60.0,782,1,2,2.0,17.0,Mogappair,seller
76.0,1028,1,2,2.0,0.0,Velachery,seller
162.0,1710,1,3,3.0,0.0,Other,seller
26.0,1255,0,2,2.0,0.0,Veppampattu,viswaraj
17.0,752,1,1,2.0,3.0,Veppampattu,viswaraj
24.0,1100,0,2,2.0,0.0,Veppampattu,viswaraj
16.0,681,1,1,2.0,3.0,Veppampattu,viswaraj
34.0,901,1,2,2.0,2.0,Other,viswaraj
17.0,751,1,1,2.0,3.0,Veppampattu,viswaraj
34.0,1150,1,2,2.0,2.0,Other,viswaraj
162.0,1541,0,3,3.0,0.0,Other,seller
30.0,1500,0,2,2.0,0.0,Veppampattu,viswaraj
22.0,1010,0,1,2.0,0.0,Veppampattu,viswaraj
22.0,1010,0,1,2.0,0.0,Veppampattu,viswaraj
28.0,800,0,2,2.0,0.0,Veppampattu,viswaraj
30.0,1500,0,2,2.0,0.0,Veppampattu,viswaraj
43.0,550,1,2,2.0,0.0,Other,Other
62.0,1295,1,2,2.0,0.0,Siruseri,seller
115.0,1238,1,3,3.0,0.0,Other,seller
140.0,2200,1,6,4.0,0.0,Kolathur,seller
17.0,750,1,1,2.0,3.0,Veppampattu,viswaraj
17.0,750,1,1,2.0,3.0,Veppampattu,viswaraj
22.0,1010,0,1,2.0,0.0,Veppampattu,viswaraj
17.0,751,1,1,2.0,3.0,Veppampattu,viswaraj
24.0,1250,0,2,2.0,0.0,Veppampattu,viswaraj
24.0,1250,0,2,2.0,0.0,Veppampattu,viswaraj
21.5,1020,0,1,2.0,0.0,Veppampattu,viswaraj
35.0,808,1,2,2.0,0.0,Kovur,viswaraj
22.0,601,0,1,2.0,0.0,Veppampattu,viswaraj
140.0,2590,1,6,2.0,0.0,Kolathur,seller
35.0,1500,1,1,1.0,0.0,Other,seller
35.0,810,1,2,2.0,0.0,Kovur,viswaraj
16.5,750,1,1,2.0,3.0,Veppampattu,viswaraj
29.5,1500,0,2,2.0,0.0,Veppampattu,viswaraj
26.0,1250,0,2,2.0,0.0,Veppampattu,viswaraj
40.0,652,1,2,2.0,0.0,Other,seller
45.0,1112,1,2,2.0,0.0,Guduvancheri,seller
30.0,690,1,2,2.0,0.0,Chromepet,seller
36.0,902,1,2,2.0,3.0,Veppampattu,Other
40.0,1000,1,2,2.0,3.0,Veppampattu,Other
35.0,850,1,2,2.0,3.0,Veppampattu,Other
36.0,900,1,2,2.0,3.0,Veppampattu,Other
140.0,2200,1,5,3.0,0.0,Chromepet,seller
62.0,1250,1,2,2.0,0.0,tambaram west,Other
19.0,1090,0,1,2.0,0.0,Veppampattu,viswaraj
34.0,1151,1,2,2.0,2.0,Other,viswaraj
34.0,1151,1,2,2.0,3.0,Veppampattu,viswaraj
28.0,801,0,2,2.0,0.0,Veppampattu,viswaraj
30.0,820,1,2,2.0,3.0,Veppampattu,viswaraj
24.0,1200,0,2,2.0,0.0,Veppampattu,viswaraj
35.0,810,1,2,2.0,0.0,Kovur,viswaraj
16.5,680,1,1,2.0,3.0,Veppampattu,viswaraj
21.9,600,0,1,2.0,0.0,Veppampattu,viswaraj
40.0,904,1,2,2.0,8.0,Other,seller
162.0,1400,1,1,2.0,3.0,Other,Other
162.0,3170,1,3,4.0,3.0,Other,Other
150.0,2440,0,4,5.0,0.0,Madipakkam,seller
22.0,600,0,1,2.0,0.0,Veppampattu,viswaraj
70.61,1139,1,2,2.0,1.0,Perungudi,smartassetsindia
52.08,840,1,2,2.0,1.0,Perungudi,smartassetsindia
90.7,1463,1,3,2.0,1.0,Perungudi,smartassetsindia
107.0,1730,1,3,2.0,1.0,Perungudi,smartassetsindia
74.21,1197,1,2,2.0,1.0,Perungudi,smartassetsindia
43.0,799,1,2,2.0,0.0,Rajakilpakkam,seller
16.0,500,1,1,1.0,3.0,Veppampattu,Other
45.0,1200,0,3,2.0,0.0,Veppampattu,Other
34.0,1150,0,2,2.0,0.0,Veppampattu,viswaraj
29.0,1500,0,2,2.0,0.0,Veppampattu,viswaraj
37.0,1136,0,2,2.0,0.0,Veppampattu,viswaraj
27.0,750,1,2,2.0,3.0,Veppampattu,viswaraj
35.0,808,1,2,2.0,0.0,Kovur,viswaraj
28.0,1375,0,2,2.0,0.0,Veppampattu,viswaraj
162.0,3300,1,3,6.0,0.0,Other,Other
65.0,1600,1,2,2.0,3.0,Veppampattu,Other
130.0,2020,1,3,2.0,0.0,Other,seller
62.0,950,1,3,2.0,0.0,Other,seller
162.0,1345,1,2,1.0,0.0,Tiruvottiyur,seller
42.0,1330,1,4,2.0,2.0,Urapakkam,seller
26.0,1205,0,2,2.0,0.0,Veppampattu,viswaraj
26.0,720,1,2,2.0,3.0,Veppampattu,viswaraj
30.0,820,1,2,2.0,3.0,Veppampattu,viswaraj
35.0,808,1,2,2.0,0.0,Kovur,viswaraj
52.51,938,0,2,2.0,0.0,Other,Other
67.07,1198,0,3,2.0,0.0,Other,Other
22.95,600,1,1,2.0,3.0,Veppampattu,Karthick
17.9,601,1,1,2.0,3.0,Veppampattu,Karthick
24.0,600,1,2,2.0,2.0,Veppampattu,Karthick
18.25,600,1,1,2.0,3.0,Veppampattu,Karthick
82.0,1450,1,2,2.0,0.0,Chromepet,seller
39.5,930,1,2,2.0,0.0,Other,seller
18.0,500,0,1,1.0,0.0,Other,seller
39.0,800,0,2,2.0,0.0,Semmancheri,seller
24.0,650,1,2,2.0,4.0,Other,Prasanna
25.0,650,1,2,2.0,4.0,Other,Prasanna
28.0,750,0,2,2.0,0.0,Other,Prasanna
27.5,800,1,2,1.0,4.0,Other,Prasanna
28.5,900,1,1,1.0,4.0,Other,Prasanna
28.0,850,1,1,1.0,4.0,Other,Prasanna
25.5,700,1,1,1.0,4.0,Other,Prasanna
54.0,950,0,2,2.0,0.0,Other,Prasanna
65.0,1100,0,3,2.0,0.0,Thirumullaivoyal,Prasanna
28.5,800,0,2,2.0,0.0,Other,Prasanna
162.0,4200,1,3,2.0,2.0,Royapettah,Vinay Asrani
162.0,2961,1,3,2.0,2.0,Royapettah,Vinay Asrani
162.0,2958,1,3,2.0,2.0,Royapettah,Vinay Asrani
162.0,2960,1,4,2.0,2.0,Royapettah,Vinay Asrani
162.0,2957,1,4,2.0,2.0,Royapettah,Vinay Asrani
162.0,6500,1,5,2.0,2.0,Royapettah,Vinay Asrani
162.0,3000,1,3,2.0,2.0,Royapettah,Vinay Asrani
162.0,3899,1,3,2.0,2.0,Royapettah,Vinay Asrani
162.0,3135,1,3,3.0,2.0,Royapettah,Vinay Asrani
114.0,600,1,1,2.0,2.0,Royapettah,Vinay Asrani
162.0,2959,1,4,2.0,2.0,Royapettah,Vinay Asrani
162.0,3874,1,3,2.0,2.0,Royapettah,Vinay Asrani
162.0,6498,1,5,2.0,2.0,Royapettah,Vinay Asrani
162.0,3800,1,3,2.0,2.0,Royapettah,Vinay Asrani
162.0,6617,1,5,2.0,2.0,Royapettah,Vinay Asrani
162.0,3139,1,4,2.0,2.0,Royapettah,Vinay Asrani
162.0,2291,1,3,3.0,0.0,Alwarpet,Vinay Asrani
162.0,1989,1,3,3.0,0.0,Alwarpet,Vinay Asrani
162.0,4302,1,4,2.0,0.0,Alwarpet,Vinay Asrani
162.0,4302,1,4,2.0,0.0,Alwarpet,Vinay Asrani
64.0,1238,1,3,2.0,2.0,Perumbakkam,Other
162.0,1515,0,3,2.0,0.0,Other,Vinay Asrani
162.0,2512,0,3,2.0,0.0,Other,Vinay Asrani
162.0,1662,0,3,2.0,0.0,Other,Vinay Asrani
162.0,1760,0,3,2.0,0.0,Other,Vinay Asrani
29.0,500,1,1,1.0,0.0,West Mambalam,seller
90.0,1390,1,3,3.0,6.0,Other,seller
76.5,1150,1,2,2.0,11.0,Other,seller
162.0,1495,1,3,3.0,5.0,Other,24K Realtors
115.0,1008,1,2,2.0,5.0,Other,24K Realtors
150.0,1750,1,3,2.0,2.0,Other,Other
25.9,700,1,2,2.0,3.0,Veppampattu,Karthick
22.8,600,1,1,2.0,3.0,Veppampattu,Karthick
26.9,704,1,2,2.0,3.0,Veppampattu,Karthick
37.0,1300,1,2,2.0,3.0,Veppampattu,Karthick
35.0,1180,1,2,2.0,3.0,Veppampattu,Karthick
162.0,4725,1,5,7.0,0.0,Madipakkam,seller
29.0,982,0,2,2.0,0.0,Guduvancheri,seller
42.0,738,1,2,2.0,0.0,Other,seller
25.0,820,1,2,1.0,4.0,Other,seller
83.47,1403,0,3,2.0,0.0,Vanagaram,Other
33.85,594,0,1,2.0,0.0,Vanagaram,Other
33.51,588,0,1,1.0,0.0,Vanagaram,Other
84.9,1427,0,3,2.0,0.0,Vanagaram,Other
61.64,1036,0,2,2.0,0.0,Vanagaram,Other
60.33,1014,0,2,2.0,0.0,Vanagaram,Other
83.41,1402,0,3,2.0,0.0,Vanagaram,Other
60.27,1013,0,2,2.0,0.0,Vanagaram,Other
34.02,597,0,1,2.0,0.0,Vanagaram,Other
162.0,3000,1,3,3.0,0.0,Other,seller
110.0,1850,1,3,3.0,0.0,Perumbakkam,smartassetsindia
162.0,2200,1,4,3.0,6.0,Other,smartassetsindia
162.0,2000,1,4,3.0,4.0,Other,smartassetsindia
110.0,1851,1,3,3.0,0.0,Medavakkam,smartassetsindia
110.0,1852,1,3,3.0,0.0,Perumbakkam,smartassetsindia
162.0,2210,1,4,3.0,4.0,Other,smartassetsindia
73.0,1152,1,2,2.0,0.0,Perungudi,smartassetsindia
111.0,1852,1,3,3.0,0.0,Perumbakkam,smartassetsindia
75.0,1152,1,2,2.0,0.0,Perungudi,smartassetsindia
55.0,820,1,2,2.0,0.0,Perungudi,smartassetsindia
115.0,1850,1,3,3.0,0.0,Perumbakkam,smartassetsindia
49.0,1100,1,2,2.0,0.0,Guduvancheri,seller
137.0,1638,0,3,3.0,0.0,Perungudi,24K Realtors
101.0,1188,0,2,2.0,0.0,Perungudi,24K Realtors
51.37,598,0,1,1.0,0.0,Perungudi,24K Realtors
