price,area,status,bhk,bathroom,age,location,builder
162.0,1525,0,3,2.0,0.0,Anna Nagar,India Builders Limited
162.0,1400,0,3,2.0,0.0,Other,India Builders Limited
162.0,1500,0,3,3.0,0.0,Anna Nagar,India Builders Limited
162.0,1450,0,3,2.0,0.0,Other,India Builders Limited
162.0,1240,0,2,2.0,0.0,Anna Nagar,India Builders Limited
162.0,1215,0,2,2.0,0.0,Anna Nagar,India Builders Limited
162.0,1375,1,3,3.0,0.0,Anna Nagar,India Builders Limited
162.0,2230,0,4,4.0,0.0,Adyar,India Builders Limited
162.0,1520,0,3,2.0,0.0,T Nagar,India Builders Limited
63.1,1242,0,2,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
162.0,6023,1,4,2.0,5.0,Sholinganallur,Prestige Estates Projects Ltd
130.0,1166,1,2,2.0,5.0,Sholinganallur,Prestige Estates Projects Ltd
162.0,2474,1,4,2.0,6.0,Iyappanthangal,Prestige Estates Projects Ltd
162.0,2277,1,4,2.0,6.0,Iyappanthangal,Prestige Estates Projects Ltd
130.0,1800,1,3,2.0,6.0,Iyappanthangal,Prestige Estates Projects Ltd
162.0,2533,1,4,2.0,6.0,Iyappanthangal,Prestige Estates Projects Ltd
139.0,1938,1,3,2.0,6.0,Iyappanthangal,Prestige Estates Projects Ltd
162.0,2621,1,4,2.0,6.0,Iyappanthangal,Prestige Estates Projects Ltd
143.0,1990,1,3,2.0,6.0,Iyappanthangal,Prestige Estates Projects Ltd
131.0,1825,1,3,2.0,6.0,Iyappanthangal,Prestige Estates Projects Ltd
63.1,1242,0,2,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
33.71,604,0,1,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
33.66,603,0,1,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
63.51,1250,0,2,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
63.3,1246,0,2,2.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
33.77,605,0,1,1.0,0.0,Sholinganallur,Prestige Estates Projects Ltd
